_,Id,CreatedDate,ProductLR__r,ProductLR__r.Url_Name__c,Petition_Type__c,Status,Petition_Details__r,Petition_Details__r.Content_Type__c,Petition_Details__r.Recommended_Category__c,Description,IsContentProfane__c,IsProfane__c,Category__c,Reason__c
[Case],500TV00000uDU9iYAG,2026-03-08T09:04:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,YRH,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDq5WYAS,2026-03-08T14:55:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Assassin-_-PK-_A,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI5nUYAS,2026-03-09T20:23:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,><(((º> ><(((º> ><(((º>,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKN3UYAW,2026-03-10T13:33:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,yuchiche2617,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDxzkYAC,2026-03-08T14:15:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,yu___ta3354,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uK0N0YAK,2026-03-10T10:06:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Liza,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLSItYAO,2026-03-10T18:29:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,VirtusProFA,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB2kgYAC,2026-03-07T10:17:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Lucifer - IKS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDq7JYAS,2026-03-08T15:00:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,雑魚の罪は弱さを知不,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEf4fYAC,2026-03-08T20:09:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,pogdog025,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBRcwYAG,2026-03-07T16:16:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,DM4B,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5LNYA0,2026-03-09T10:11:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,TISM,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJWh6YAG,2026-03-10T07:15:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,birchbird1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDuowYAC,2026-03-08T13:33:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,DAR6,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDq8hYAC,2026-03-08T12:52:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Askeladd,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI6GVYA0,2026-03-09T20:12:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ひすごりYT閲覧注意,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI6GYYA0,2026-03-09T21:04:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,СИНИЧКАБЕЗЯИЧКА,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJsxUYAS,2026-03-10T10:30:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,와사비킬러,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCiOUYA0,2026-03-08T01:57:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tuwaxitoriko23,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI6IBYA0,2026-03-09T20:55:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMTpiYAG,2026-03-11T01:52:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,my wifes boyfriend is awesome,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDUCvYAO,2026-03-08T09:04:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,jyx0207,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFerNYAS,2026-03-09T05:36:30.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,scared of women,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBRhdYAG,2026-03-07T14:24:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,RUUI,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBvizYAC,2026-03-07T19:45:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Alinormous | Twitch,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5aiYAC,2026-03-08T15:12:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,4545うどん,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHScYAO,2026-03-08T07:05:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ruito77,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKQ7tYAG,2026-03-10T14:35:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,OCTN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI6mhYAC,2026-03-09T19:52:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Goon_City302,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHSqYAO,2026-03-08T08:35:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Kingbeers01820,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJkLaYAK,2026-03-10T08:06:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Titan-Kane,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJWgqYAG,2026-03-10T05:47:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,BlvckG15,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uB9KjYAK,2026-03-07T11:19:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,MIC999_TikTok,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uF1wXYAS,2026-03-09T01:23:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,tomokun_@0t9vcMaTgVvCpJ4,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5ZuYAK,2026-03-09T10:27:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,"YA3,14DOOR",FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqF4YAK,2026-03-08T12:33:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,威過睡もぐら_Vtuber,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEpLtYAK,2026-03-08T22:05:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,TTOK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uL0GCYA0,2026-03-10T17:01:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,1KG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqFBYA0,2026-03-08T13:16:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,1ol-oleo-lo1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMhMFYA0,2026-03-11T01:17:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ahmedhossam_8_,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBOKBYA4,2026-03-07T16:09:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GMTN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD89OYAS,2026-03-08T05:59:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,benjimin netanyahu,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJHmrYAG,2026-03-10T06:09:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,RION,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDUMeYAO,2026-03-08T09:06:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Anaheim__ECltd,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCcixYAC,2026-03-08T02:35:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,KAHUNSINEWW,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqIPYA0,2026-03-08T13:15:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,chunbaikelian,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFMfyYAG,2026-03-09T02:55:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,iiro-313,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDuiqYAC,2026-03-08T15:16:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Нежный Причмок,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJWddYAG,2026-03-10T07:02:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,NoMi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uD1eDYAS,2026-03-08T06:48:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,恋鳥かれん@Vtuber,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uM9z2YAC,2026-03-10T23:32:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,prolly knock you out,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHUQYA4,2026-03-08T08:49:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ycb_0418,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMaCgYAK,2026-03-11T00:03:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,gami_51,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI8BrYAK,2026-03-09T20:58:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,TITN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHVwYAO,2026-03-08T07:12:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,UGKC,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI8K1YAK,2026-03-09T21:11:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,im a pdf,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5oHYAS,2026-03-09T09:29:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,s1nglek1ng,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqIfYAK,2026-03-08T14:26:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,yanghan,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uI8oYYAS,2026-03-09T21:20:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,ANBU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDuhAYAS,2026-03-08T15:05:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,91郭先生,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBRhkYAG,2026-03-07T14:58:32.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,YST,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5oYYAS,2026-03-09T10:19:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ALL_WIN_PIZ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFMgCYAW,2026-03-09T04:51:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,JERG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE2g4YAC,2026-03-08T14:42:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,我都打这么好笑了你就别骂我了QAQ,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDUOWYA4,2026-03-08T12:22:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,MGE,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJWTpYAO,2026-03-10T06:09:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,runrun_12345ABK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJ4XaYAK,2026-03-10T03:08:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,crimsoonnn,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBvnhYAC,2026-03-07T19:24:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,MartimNevesX,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBFqAYAW,2026-03-07T13:13:33.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,たかはしたかし,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5ZOYA0,2026-03-08T16:21:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,"我怎麼可能成為滋崩狗,不行不行!(不是不可能!?)",FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uFf5pYAC,2026-03-09T05:12:29.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,BernaldStokes,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLS9DYAW,2026-03-10T18:49:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,OG_MAJINBUU16,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqLqYAK,2026-03-08T14:24:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,WMWM,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLS2oYAG,2026-03-10T18:25:27.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,iitz_ayce,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDUVxYAO,2026-03-08T09:32:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Lusica,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBOLXYA4,2026-03-07T16:19:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,seju-i8,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uF21NYAS,2026-03-09T01:43:29.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,SmashingActor69,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLDgWYAW,2026-03-10T18:08:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,jeck_zero,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJWAQYA4,2026-03-10T05:15:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,temp-94483103131,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIA77YAG,2026-03-09T20:01:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,niceshotsbigbro,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKfJpYAK,2026-03-10T15:21:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,mamesabu_kun,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIACDYA4,2026-03-09T21:45:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,SHOKUGEKll-,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIAFGYA4,2026-03-09T20:51:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOON,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMz32YAC,2026-03-11T04:13:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,FatalxWoundz,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE2bNYAS,2026-03-08T15:20:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,rockbily_1,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJW4BYAW,2026-03-10T06:56:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,wyxch,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqOsYAK,2026-03-08T13:34:31.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,lu//siiiiiyuan,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKjnBYAS,2026-03-10T15:00:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,HMHK,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5v0YAC,2026-03-09T11:03:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,ZGG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEf4sYAC,2026-03-08T22:12:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,#1 EFN FANBOY CUZ FUN INNIT,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uMhuJYAS,2026-03-11T03:04:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Johnny boy,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKIewYAG,2026-03-10T13:48:19.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,zk_Kain,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5xzYAC,2026-03-09T10:09:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ouyang201120,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqVUYA0,2026-03-08T13:58:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,凪,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBJH8YAO,2026-03-07T13:50:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,床上手の高橋くん,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCcndYAC,2026-03-08T01:28:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,"なかた""しむーぶ",FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uJHi2YAG,2026-03-10T05:24:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Eiji2222222,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIAiVYAW,2026-03-09T21:52:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Scared of women,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uG5y9YAC,2026-03-09T12:08:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GOSU,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCKysYAG,2026-03-07T23:20:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Squimpy,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBRj1YAG,2026-03-07T14:00:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ZercNova,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBWE6YAO,2026-03-07T14:19:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,GYAT,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIB3HYAW,2026-03-09T20:58:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,PDRN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uE5XTYA0,2026-03-08T15:05:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,胡桃_KURUMI,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uKjdpYAC,2026-03-10T16:04:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,THeFoRGotTenDad-FBLIVE,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uCA8kYAG,2026-03-07T23:46:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Swing Monkey358,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHfkYAG,2026-03-08T08:20:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,yuri_11451411,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIi49YAC,2026-03-10T01:20:34.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,lord_abigor666,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEfBKYA0,2026-03-08T22:34:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,ThatLuigiLover,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIBOFYA4,2026-03-09T21:25:31.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,xcecrunpo7of,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLRzSYAW,2026-03-10T18:02:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,FOX-TOX-5,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uEEAyYAO,2026-03-08T16:56:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],NAME,No Violation,FMOG,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uLe0kYAC,2026-03-10T20:00:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,TEI_mochi,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqbnYAC,2026-03-08T13:38:21.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,hhnzxx,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uF27lYAC,2026-03-09T00:13:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,happy_monkey44,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uClOEYA0,2026-03-08T04:41:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,kmxxj,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDHfrYAG,2026-03-08T09:19:26.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,自認黒川あかね,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIBksYAG,2026-03-09T20:48:25.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,Er_b0squ3s,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uBsckYAC,2026-03-07T18:14:22.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,PANCHO_PISTOL386,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uIBnzYAG,2026-03-09T20:26:24.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,KRAKTUSEN,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uC293YAC,2026-03-07T19:21:20.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,RNG SUCKS,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
[Case],500TV00000uDqeyYAC,2026-03-08T13:11:23.000+0000,[Product2],apex-legends,,Closed,[Petition_Details__c],PERSONANAME,No Violation,mine_wedding97,FALSE,TRUE,Offensive Content,CTD_AUTOCLOSE
